,content,page_number,pdf_name,t_x1,t_x2,t_y1,t_y2,x1,x2,y1,y2
5952,"3,403",4,us-017,118,85,374,719,184,207,670,680
5953,"3,801",4,us-017,118,85,374,719,249,272,670,680
5954,"3,323",4,us-017,118,85,374,719,314,337,670,680
5955,"2,930",4,us-017,118,85,374,719,379,402,670,680
5956,"2,586",4,us-017,118,85,374,719,444,468,670,680
5957,399,4,us-017,118,85,374,719,505,522,670,680
5958,208,4,us-017,118,85,374,719,560,576,670,680
5959,1997,4,us-017,118,85,374,719,42,63,659,669
5960,"3,520",4,us-017,118,85,374,719,118,142,659,669
5961,"3,415",4,us-017,118,85,374,719,184,207,659,669
5962,"3,819",4,us-017,118,85,374,719,249,272,659,669
5963,"3,376",4,us-017,118,85,374,719,314,337,659,669
5964,"2,972",4,us-017,118,85,374,719,379,402,659,669
5965,"2,673",4,us-017,118,85,374,719,444,468,659,669
5966,440,4,us-017,118,85,374,719,505,521,659,669
5967,216,4,us-017,118,85,374,719,560,576,659,669
5968,1998,4,us-017,118,85,374,719,42,63,648,658
5969,"3,530",4,us-017,118,85,374,719,118,142,648,658
5970,"3,480",4,us-017,118,85,374,719,184,207,648,658
5971,"3,856",4,us-017,118,85,374,719,249,272,648,658
5972,"3,382",4,us-017,118,85,374,719,314,337,648,658
5973,"3,021",4,us-017,118,85,374,719,379,402,648,658
5974,"2,722",4,us-017,118,85,374,719,444,468,648,658
5975,449,4,us-017,118,85,374,719,505,521,648,658
5976,214,4,us-017,118,85,374,719,560,576,648,658
5977,1999,4,us-017,118,85,374,719,42,63,637,647
5978,"3,541",4,us-017,118,85,374,719,118,142,637,647
5979,"3,497",4,us-017,118,85,374,719,184,207,637,647
5980,"3,935",4,us-017,118,85,374,719,249,272,637,647
5981,"3,415",4,us-017,118,85,374,719,314,337,637,647
5982,"3,034",4,us-017,118,85,374,719,379,402,637,647
5983,"2,782",4,us-017,118,85,374,719,444,468,637,647
5984,415,4,us-017,118,85,374,719,505,521,637,647
5985,205,4,us-017,118,85,374,719,560,576,637,647
5986,2000,4,us-017,118,85,374,719,42,63,626,636
5987,"3,629",4,us-017,118,85,374,719,118,142,626,636
5988,"3,538",4,us-017,118,85,374,719,184,207,626,636
5989,"3,963",4,us-017,118,85,374,719,249,272,626,636
5990,"3,491",4,us-017,118,85,374,719,314,337,626,636
5991,"3,083",4,us-017,118,85,374,719,379,402,626,636
5992,"2,803",4,us-017,118,85,374,719,444,468,626,636
5993,334,4,us-017,118,85,374,719,505,521,626,636
5994,177,4,us-017,118,85,374,719,560,576,626,636
5995,2001,4,us-017,118,85,374,719,42,63,615,625
5996,"3,720",4,us-017,118,85,374,719,118,142,615,625
5997,"3,616",4,us-017,118,85,374,719,183,207,615,625
5998,"4,012",4,us-017,118,85,374,719,249,272,615,625
5999,"3,528",4,us-017,118,85,374,719,314,337,615,625
6000,"3,174",4,us-017,118,85,374,719,379,402,615,625
6001,"2,863",4,us-017,118,85,374,719,444,468,615,625
6002,304,4,us-017,118,85,374,719,505,521,615,625
6003,159,4,us-017,118,85,374,719,560,576,615,625
6004,2002,4,us-017,118,85,374,719,42,63,605,615
6005,"3,821",4,us-017,118,85,374,719,118,142,605,615
6006,"3,709",4,us-017,118,85,374,719,183,207,605,615
6007,"4,105",4,us-017,118,85,374,719,249,272,605,615
6008,"3,584",4,us-017,118,85,374,719,314,337,605,615
6009,"3,229",4,us-017,118,85,374,719,379,402,605,615
6010,"2,990",4,us-017,118,85,374,719,444,468,605,615
6011,285,4,us-017,118,85,374,719,505,521,605,615
6012,161,4,us-017,118,85,374,719,560,576,605,615
6013,2003,4,us-017,118,85,374,719,42,63,594,604
6014,"3,841",4,us-017,118,85,374,719,118,142,594,604
6015,"3,809",4,us-017,118,85,374,719,183,207,594,604
6016,"4,190",4,us-017,118,85,374,719,249,272,594,604
6017,"3,675",4,us-017,118,85,374,719,314,337,594,604
6018,"3,277",4,us-017,118,85,374,719,379,402,594,604
6019,"3,046",4,us-017,118,85,374,719,444,468,594,604
6020,255,4,us-017,118,85,374,719,505,521,594,604
6021,150,4,us-017,118,85,374,719,560,576,594,604
6022,2004,4,us-017,118,85,374,719,42,63,583,593
6023,"3,818",4,us-017,118,85,374,719,118,142,583,593
6024,"3,825",4,us-017,118,85,374,719,183,207,583,593
6025,"4,281",4,us-017,118,85,374,719,249,272,583,593
6026,"3,750",4,us-017,118,85,374,719,314,337,583,593
6027,"3,369",4,us-017,118,85,374,719,379,402,583,593
6028,"3,094",4,us-017,118,85,374,719,444,468,583,593
6029,215,4,us-017,118,85,374,719,505,521,583,593
6030,122,4,us-017,118,85,374,719,560,576,583,593
6031,2005,4,us-017,118,85,374,719,42,63,572,582
6032,"3,777",4,us-017,118,85,374,719,118,142,572,582
6033,"3,802",4,us-017,118,85,374,719,183,207,572,582
6034,"4,287",4,us-017,118,85,374,719,249,272,572,582
6035,"3,866",4,us-017,118,85,374,719,314,337,572,582
6036,"3,454",4,us-017,118,85,374,719,379,402,572,582
6037,"3,180",4,us-017,118,85,374,719,444,468,572,582
6038,205,4,us-017,118,85,374,719,505,521,572,582
6039,121,4,us-017,118,85,374,719,560,576,572,582
6040,2006,4,us-017,118,85,374,719,42,63,561,571
6041,"3,716",4,us-017,118,85,374,719,118,142,561,571
6042,"3,766",4,us-017,118,85,374,719,183,207,561,571
6043,"4,260",4,us-017,118,85,374,719,249,272,561,571
6044,"3,882",4,us-017,118,85,374,719,314,337,561,571
6045,"3,551",4,us-017,118,85,374,719,379,402,561,571
6046,"3,277",4,us-017,118,85,374,719,444,468,561,571
6047,170,4,us-017,118,85,374,719,505,521,561,571
6048,110,4,us-017,118,85,374,719,560,576,561,571
6049,2007,4,us-017,118,85,374,719,42,63,550,560
6050,"3,701",4,us-017,118,85,374,719,118,142,550,560
6051,"3,709",4,us-017,118,85,374,719,183,207,550,560
6052,"4,200",4,us-017,118,85,374,719,249,272,550,560
6053,"3,863",4,us-017,118,85,374,719,314,337,550,560
6054,"3,558",4,us-017,118,85,374,719,379,402,550,560
6055,"3,375",4,us-017,118,85,374,719,444,468,550,560
6056,139,4,us-017,118,85,374,719,505,521,550,560
6057,92,4,us-017,118,85,374,719,565,576,550,560
6058,2008,4,us-017,118,85,374,719,42,63,539,549
6059,"3,653",4,us-017,118,85,374,719,118,142,539,549
6060,"3,692",4,us-017,118,85,374,719,183,207,539,549
6061,"4,123",4,us-017,118,85,374,719,249,272,539,549
6062,"3,822",4,us-017,118,85,374,719,314,337,539,549
6063,"3,548",4,us-017,118,85,374,719,379,402,539,549
6064,"3,400",4,us-017,118,85,374,719,444,468,539,549
6065,117,4,us-017,118,85,374,719,505,521,539,549
6066,87,4,us-017,118,85,374,719,565,576,539,549
6067,2009,4,us-017,118,85,374,719,42,63,528,538
6068,"3,642",4,us-017,118,85,374,719,118,142,528,538
6069,"3,652",4,us-017,118,85,374,719,184,207,528,538
6070,"4,081",4,us-017,118,85,374,719,249,272,528,538
6071,"3,810",4,us-017,118,85,374,719,314,337,528,538
6072,"3,542",4,us-017,118,85,374,719,379,402,528,538
6073,"3,433",4,us-017,118,85,374,719,444,468,528,538
6074,119,4,us-017,118,85,374,719,506,522,528,538
6075,90,4,us-017,118,85,374,719,565,576,528,538
6076,2010,4,us-017,118,85,374,719,42,63,518,528
6077,"3,676",4,us-017,118,85,374,719,118,142,518,528
6078,"3,659",4,us-017,118,85,374,719,184,207,518,528
6079,"4,008",4,us-017,118,85,374,719,249,272,518,528
6080,"3,800",4,us-017,118,85,374,719,314,337,518,528
6081,"3,538",4,us-017,118,85,374,719,379,402,518,528
6082,"3,472",4,us-017,118,85,374,719,444,468,518,528
6083,77,4,us-017,118,85,374,719,510,522,518,528
6084,42,4,us-017,118,85,374,719,565,576,518,528
6085,Projected,4,us-017,118,85,374,719,42,85,494,504
6086,2011,4,us-017,118,85,374,719,42,63,483,493
6087,"3,713",4,us-017,118,85,374,719,118,142,483,493
6088,"3,687",4,us-017,118,85,374,719,184,207,483,493
6089,"4,016",4,us-017,118,85,374,719,249,272,483,493
6090,"3,732",4,us-017,118,85,374,719,314,337,483,493
6091,"3,529",4,us-017,118,85,374,719,379,402,483,493
6092,"3,469",4,us-017,118,85,374,719,444,468,483,493
6093,77,4,us-017,118,85,374,719,510,521,483,493
6094,41,4,us-017,118,85,374,719,565,576,483,493
6095,2012,4,us-017,118,85,374,719,42,63,472,482
6096,"3,775",4,us-017,118,85,374,719,118,142,472,482
6097,"3,724",4,us-017,118,85,374,719,184,207,472,482
6098,"4,046",4,us-017,118,85,374,719,249,272,472,482
6099,"3,740",4,us-017,118,85,374,719,314,337,472,482
6100,"3,466",4,us-017,118,85,374,719,379,402,472,482
6101,"3,459",4,us-017,118,85,374,719,444,468,472,482
6102,78,4,us-017,118,85,374,719,510,521,472,482
6103,41,4,us-017,118,85,374,719,565,576,472,482
6104,2013,4,us-017,118,85,374,719,42,63,461,471
6105,"3,783",4,us-017,118,85,374,719,118,142,461,471
6106,"3,786",4,us-017,118,85,374,719,184,207,461,471
6107,"4,087",4,us-017,118,85,374,719,249,272,461,471
6108,"3,768",4,us-017,118,85,374,719,314,337,461,471
6109,"3,473",4,us-017,118,85,374,719,379,402,461,471
6110,"3,397",4,us-017,118,85,374,719,444,468,461,471
6111,79,4,us-017,118,85,374,719,510,521,461,471
6112,41,4,us-017,118,85,374,719,565,576,461,471
6113,2014,4,us-017,118,85,374,719,42,63,451,461
6114,"3,761",4,us-017,118,85,374,719,118,142,451,461
6115,"3,794",4,us-017,118,85,374,719,184,207,451,461
6116,"4,155",4,us-017,118,85,374,719,249,272,451,461
6117,"3,805",4,us-017,118,85,374,719,314,337,451,461
6118,"3,499",4,us-017,118,85,374,719,379,402,451,461
6119,"3,404",4,us-017,118,85,374,719,444,468,451,461
6120,80,4,us-017,118,85,374,719,510,521,451,461
6121,41,4,us-017,118,85,374,719,565,576,451,461
6122,2015,4,us-017,118,85,374,719,42,63,440,450
6123,"3,793",4,us-017,118,85,374,719,118,142,440,450
6124,"3,772",4,us-017,118,85,374,719,183,207,440,450
6125,"4,164",4,us-017,118,85,374,719,249,272,440,450
6126,"3,869",4,us-017,118,85,374,719,314,337,440,450
6127,"3,534",4,us-017,118,85,374,719,379,402,440,450
6128,"3,430",4,us-017,118,85,374,719,444,468,440,450
6129,81,4,us-017,118,85,374,719,510,521,440,450
6130,41,4,us-017,118,85,374,719,565,576,440,450
6131,2016,4,us-017,118,85,374,719,42,63,429,439
6132,"3,817",4,us-017,118,85,374,719,118,142,429,439
6133,"3,804",4,us-017,118,85,374,719,183,207,429,439
6134,"4,139",4,us-017,118,85,374,719,249,272,429,439
6135,"3,877",4,us-017,118,85,374,719,314,337,429,439
6136,"3,593",4,us-017,118,85,374,719,379,402,429,439
6137,"3,464",4,us-017,118,85,374,719,444,468,429,439
6138,81,4,us-017,118,85,374,719,510,521,429,439
6139,42,4,us-017,118,85,374,719,565,576,429,439
6140,2017,4,us-017,118,85,374,719,42,63,418,428
6141,"3,843",4,us-017,118,85,374,719,118,142,418,428
6142,"3,828",4,us-017,118,85,374,719,183,207,418,428
6143,"4,175",4,us-017,118,85,374,719,249,272,418,428
6144,"3,855",4,us-017,118,85,374,719,314,337,418,428
6145,"3,601",4,us-017,118,85,374,719,379,402,418,428
6146,"3,522",4,us-017,118,85,374,719,444,468,418,428
6147,82,4,us-017,118,85,374,719,510,521,418,428
6148,42,4,us-017,118,85,374,719,565,576,418,428
6149,2018,4,us-017,118,85,374,719,42,63,407,417
6150,"3,868",4,us-017,118,85,374,719,118,142,407,417
6151,"3,854",4,us-017,118,85,374,719,183,207,407,417
6152,"4,201",4,us-017,118,85,374,719,249,272,407,417
6153,"3,887",4,us-017,118,85,374,719,314,337,407,417
6154,"3,580",4,us-017,118,85,374,719,379,402,407,417
6155,"3,530",4,us-017,118,85,374,719,444,468,407,417
6156,83,4,us-017,118,85,374,719,510,521,407,417
6157,43,4,us-017,118,85,374,719,565,576,407,417
6158,2019,4,us-017,118,85,374,719,42,63,396,406
6159,"3,897",4,us-017,118,85,374,719,118,142,396,406
6160,"3,879",4,us-017,118,85,374,719,183,207,396,406
6161,"4,229",4,us-017,118,85,374,719,249,272,396,406
6162,"3,912",4,us-017,118,85,374,719,314,337,396,406
6163,"3,610",4,us-017,118,85,374,719,379,402,396,406
6164,"3,509",4,us-017,118,85,374,719,444,468,396,406
6165,84,4,us-017,118,85,374,719,510,521,396,406
6166,43,4,us-017,118,85,374,719,565,576,396,406
6167,2020,4,us-017,118,85,374,719,42,63,385,395
6168,"3,930",4,us-017,118,85,374,719,118,142,385,395
6169,"3,908",4,us-017,118,85,374,719,183,207,385,395
6170,"4,257",4,us-017,118,85,374,719,249,272,385,395
6171,"3,938",4,us-017,118,85,374,719,314,337,385,395
6172,"3,633",4,us-017,118,85,374,719,379,402,385,395
6173,"3,539",4,us-017,118,85,374,719,444,468,385,395
6174,84,4,us-017,118,85,374,719,510,521,385,395
6175,44,4,us-017,118,85,374,719,565,576,385,395
6176,2021,4,us-017,118,85,374,719,42,63,374,384
6177,"3,968",4,us-017,118,85,374,719,118,142,374,384
6178,"3,941",4,us-017,118,85,374,719,183,207,374,384
6179,"4,288",4,us-017,118,85,374,719,249,272,374,384
6180,"3,964",4,us-017,118,85,374,719,314,337,374,384
6181,"3,658",4,us-017,118,85,374,719,379,402,374,384
6182,"3,561",4,us-017,118,85,374,719,444,468,374,384
6183,85,4,us-017,118,85,374,719,510,521,374,384
6184,44,4,us-017,118,85,374,719,565,576,374,384
6185,Race/ethnicity,5,us-017,127,78,356,719,350,408,709,719
6186,Year,5,us-017,127,78,356,719,36,53,675,684
6187,Total,5,us-017,127,78,356,719,135,155,675,685
6188,White,5,us-017,127,78,356,719,204,228,675,685
6189,Black,5,us-017,127,78,356,719,270,294,675,685
6190,Hispanic,5,us-017,127,78,356,719,323,359,675,685
6191,"Asian/
Pacific
Islander",5,us-017,127,78,356,719,389,424,675,704
6192,"American
Indian/
Alaska Native",5,us-017,127,78,356,719,449,503,675,704
6193,"Two or
more
races",5,us-017,127,78,356,719,542,569,675,704
6194,Actual,5,us-017,127,78,356,719,35,64,660,670
6195,1996,5,us-017,127,78,356,719,35,56,650,660
6196,"45,611",5,us-017,127,78,356,719,127,155,650,660
6197,"29,217",5,us-017,127,78,356,719,200,228,650,660
6198,"7,707",5,us-017,127,78,356,719,270,294,650,660
6199,"6,429",5,us-017,127,78,356,719,336,359,650,660
6200,"1,731",5,us-017,127,78,356,719,401,425,650,660
6201,527,5,us-017,127,78,356,719,488,504,650,660
6202,—,5,us-017,127,78,356,719,560,570,650,660
6203,1997,5,us-017,127,78,356,719,35,56,639,649
6204,"46,127",5,us-017,127,78,356,719,127,155,639,649
6205,"29,241",5,us-017,127,78,356,719,200,228,639,649
6206,"7,851",5,us-017,127,78,356,719,270,294,639,649
6207,"6,705",5,us-017,127,78,356,719,336,359,639,649
6208,"1,796",5,us-017,127,78,356,719,401,425,639,649
6209,535,5,us-017,127,78,356,719,488,504,639,649
6210,—,5,us-017,127,78,356,719,560,570,639,649
6211,1998,5,us-017,127,78,356,719,35,56,628,638
6212,"46,539",5,us-017,127,78,356,719,127,155,628,638
6213,"29,217",5,us-017,127,78,356,719,200,228,628,638
6214,"7,935",5,us-017,127,78,356,719,270,294,628,638
6215,"7,007",5,us-017,127,78,356,719,336,359,628,638
6216,"1,846",5,us-017,127,78,356,719,401,425,628,638
6217,534,5,us-017,127,78,356,719,488,504,628,638
6218,—,5,us-017,127,78,356,719,560,570,628,638
6219,1999,5,us-017,127,78,356,719,35,56,617,627
6220,"46,857",5,us-017,127,78,356,719,127,155,617,627
6221,"29,032",5,us-017,127,78,356,719,200,228,617,627
6222,"8,054",5,us-017,127,78,356,719,270,294,617,627
6223,"7,337",5,us-017,127,78,356,719,336,359,617,627
6224,"1,892",5,us-017,127,78,356,719,401,425,617,627
6225,542,5,us-017,127,78,356,719,488,504,617,627
6226,—,5,us-017,127,78,356,719,560,570,617,627
6227,2000,5,us-017,127,78,356,719,35,56,606,616
6228,"47,204",5,us-017,127,78,356,719,127,155,606,616
6229,"28,873",5,us-017,127,78,356,719,199,228,606,616
6230,"8,099",5,us-017,127,78,356,719,270,294,606,616
6231,"7,733",5,us-017,127,78,356,719,336,359,606,616
6232,"1,949",5,us-017,127,78,356,719,401,425,606,616
6233,550,5,us-017,127,78,356,719,488,504,606,616
6234,—,5,us-017,127,78,356,719,560,570,606,616
6235,2001,5,us-017,127,78,356,719,35,56,595,605
6236,"47,672",5,us-017,127,78,356,719,127,155,595,605
6237,"28,731",5,us-017,127,78,356,719,199,228,595,605
6238,"8,176",5,us-017,127,78,356,719,270,294,595,605
6239,"8,175",5,us-017,127,78,356,719,335,359,595,605
6240,"2,026",5,us-017,127,78,356,719,401,425,595,605
6241,563,5,us-017,127,78,356,719,488,504,595,605
6242,—,5,us-017,127,78,356,719,560,570,595,605
6243,2002,5,us-017,127,78,356,719,35,56,584,594
6244,"48,183",5,us-017,127,78,356,719,127,155,584,594
6245,"28,614",5,us-017,127,78,356,719,199,228,584,594
6246,"8,297",5,us-017,127,78,356,719,270,293,584,594
6247,"8,601",5,us-017,127,78,356,719,335,359,584,594
6248,"2,088",5,us-017,127,78,356,719,401,425,584,594
6249,583,5,us-017,127,78,356,719,488,504,584,594
6250,—,5,us-017,127,78,356,719,560,570,584,594
6251,2003,5,us-017,127,78,356,719,35,56,573,583
6252,"48,540",5,us-017,127,78,356,719,127,155,573,583
6253,"28,438",5,us-017,127,78,356,719,199,228,573,583
6254,"8,347",5,us-017,127,78,356,719,270,293,573,583
6255,"9,018",5,us-017,127,78,356,719,335,359,573,583
6256,"2,144",5,us-017,127,78,356,719,401,424,573,583
6257,593,5,us-017,127,78,356,719,488,504,573,583
6258,—,5,us-017,127,78,356,719,560,570,573,583
6259,2004,5,us-017,127,78,356,719,35,56,562,572
6260,"48,795",5,us-017,127,78,356,719,127,155,562,572
6261,"28,186",5,us-017,127,78,356,719,199,228,562,572
6262,"8,400",5,us-017,127,78,356,719,270,293,562,572
6263,"9,415",5,us-017,127,78,356,719,335,359,562,572
6264,"2,204",5,us-017,127,78,356,719,401,424,562,572
6265,591,5,us-017,127,78,356,719,488,504,562,572
6266,—,5,us-017,127,78,356,719,560,570,562,572
6267,2005,5,us-017,127,78,356,719,35,56,551,561
6268,"49,113",5,us-017,127,78,356,719,127,155,551,561
6269,"28,001",5,us-017,127,78,356,719,199,228,551,561
6270,"8,443",5,us-017,127,78,356,719,270,293,551,561
6271,"9,794",5,us-017,127,78,356,719,335,359,551,561
6272,"2,278",5,us-017,127,78,356,719,401,424,551,561
6273,598,5,us-017,127,78,356,719,488,504,551,561
6274,—,5,us-017,127,78,356,719,560,570,551,561
6275,2006,5,us-017,127,78,356,719,35,56,540,550
6276,"49,316",5,us-017,127,78,356,719,127,155,540,550
6277,"27,797",5,us-017,127,78,356,719,199,228,540,550
6278,"8,421",5,us-017,127,78,356,719,270,293,540,550
6279,"10,171",5,us-017,127,78,356,719,330,359,540,550
6280,"2,331",5,us-017,127,78,356,719,401,424,540,550
6281,595,5,us-017,127,78,356,719,488,504,540,550
6282,—,5,us-017,127,78,356,719,560,570,540,550
6283,2007,5,us-017,127,78,356,719,35,56,529,539
6284,"49,293",5,us-017,127,78,356,719,127,155,529,539
6285,"27,454",5,us-017,127,78,356,719,199,228,529,539
6286,"8,392",5,us-017,127,78,356,719,270,293,529,539
6287,"10,457",5,us-017,127,78,356,719,330,359,529,539
6288,"2,396",5,us-017,127,78,356,719,401,424,529,539
6289,594,5,us-017,127,78,356,719,488,504,529,539
6290,—,5,us-017,127,78,356,719,560,570,529,539
6291,2008,5,us-017,127,78,356,719,35,56,518,528
6292,"49,266",5,us-017,127,78,356,719,127,155,518,528
6293,"27,057",5,us-017,127,78,356,719,200,228,518,528
6294,"8,358",5,us-017,127,78,356,719,270,294,518,528
6295,"10,569",5,us-017,127,78,356,719,331,359,518,528
6296,"2,449",5,us-017,127,78,356,719,401,425,518,528
6297,589,5,us-017,127,78,356,719,488,504,518,528
6298,244,5,us-017,127,78,356,719,554,570,518,528
6299,2009,5,us-017,127,78,356,719,35,56,507,517
6300,"49,373",5,us-017,127,78,356,719,127,155,507,517
6301,"26,753",5,us-017,127,78,356,719,200,228,507,517
6302,"8,282",5,us-017,127,78,356,719,270,294,507,517
6303,"10,918",5,us-017,127,78,356,719,331,359,507,517
6304,"2,492",5,us-017,127,78,356,719,401,425,507,517
6305,593,5,us-017,127,78,356,719,488,504,507,517
6306,335,5,us-017,127,78,356,719,554,570,507,517
6307,2010,5,us-017,127,78,356,719,35,56,496,506
6308,"49,484",5,us-017,127,78,356,719,127,155,496,506
6309,"25,932",5,us-017,127,78,356,719,200,228,496,506
6310,"7,916",5,us-017,127,78,356,719,270,294,496,506
6311,"11,444",5,us-017,127,78,356,719,331,359,496,506
6312,"2,466",5,us-017,127,78,356,719,401,425,496,506
6313,566,5,us-017,127,78,356,719,488,504,496,506
6314,"1,161",5,us-017,127,78,356,719,546,570,496,506
6315,Projected,5,us-017,127,78,356,719,35,78,476,486
6316,2011,5,us-017,127,78,356,719,35,56,465,475
6317,"49,636",5,us-017,127,78,356,719,127,155,465,475
6318,"25,755",5,us-017,127,78,356,719,200,228,465,475
6319,"7,902",5,us-017,127,78,356,719,270,294,465,475
6320,"11,673",5,us-017,127,78,356,719,331,359,465,475
6321,"2,535",5,us-017,127,78,356,719,401,425,465,475
6322,573,5,us-017,127,78,356,719,488,504,465,475
6323,"1,197",5,us-017,127,78,356,719,546,570,465,475
6324,2012,5,us-017,127,78,356,719,35,56,454,464
6325,"49,828",5,us-017,127,78,356,719,127,155,454,464
6326,"25,627",5,us-017,127,78,356,719,200,228,454,464
6327,"7,877",5,us-017,127,78,356,719,270,294,454,464
6328,"11,920",5,us-017,127,78,356,719,331,359,454,464
6329,"2,595",5,us-017,127,78,356,719,401,425,454,464
6330,576,5,us-017,127,78,356,719,488,504,454,464
6331,"1,233",5,us-017,127,78,356,719,546,570,454,464
6332,2013,5,us-017,127,78,356,719,35,56,443,453
6333,"50,067",5,us-017,127,78,356,719,127,155,443,453
6334,"25,525",5,us-017,127,78,356,719,199,228,443,453
6335,"7,876",5,us-017,127,78,356,719,270,294,443,453
6336,"12,161",5,us-017,127,78,356,719,331,359,443,453
6337,"2,653",5,us-017,127,78,356,719,401,425,443,453
6338,582,5,us-017,127,78,356,719,488,504,443,453
6339,"1,270",5,us-017,127,78,356,719,546,570,443,453
6340,2014,5,us-017,127,78,356,719,35,56,432,442
6341,"50,407",5,us-017,127,78,356,719,127,155,432,442
6342,"25,455",5,us-017,127,78,356,719,199,228,432,442
6343,"7,913",5,us-017,127,78,356,719,270,294,432,442
6344,"12,427",5,us-017,127,78,356,719,330,359,432,442
6345,"2,716",5,us-017,127,78,356,719,401,425,432,442
6346,590,5,us-017,127,78,356,719,488,504,432,442
6347,"1,306",5,us-017,127,78,356,719,546,570,432,442
6348,2015,5,us-017,127,78,356,719,35,56,421,431
6349,"50,773",5,us-017,127,78,356,719,127,155,421,431
6350,"25,417",5,us-017,127,78,356,719,199,228,421,431
6351,"7,949",5,us-017,127,78,356,719,270,293,421,431
6352,"12,688",5,us-017,127,78,356,719,330,359,421,431
6353,"2,777",5,us-017,127,78,356,719,401,425,421,431
6354,600,5,us-017,127,78,356,719,488,504,421,431
6355,"1,344",5,us-017,127,78,356,719,546,570,421,431
6356,2016,5,us-017,127,78,356,719,35,56,411,421
6357,"51,146",5,us-017,127,78,356,719,127,155,411,421
6358,"25,379",5,us-017,127,78,356,719,199,228,411,421
6359,"7,991",5,us-017,127,78,356,719,270,293,411,421
6360,"12,945",5,us-017,127,78,356,719,330,359,411,421
6361,"2,842",5,us-017,127,78,356,719,401,424,411,421
6362,608,5,us-017,127,78,356,719,488,504,411,421
6363,"1,380",5,us-017,127,78,356,719,546,570,411,421
6364,2017,5,us-017,127,78,356,719,35,56,400,410
6365,"51,524",5,us-017,127,78,356,719,127,155,400,410
6366,"25,350",5,us-017,127,78,356,719,199,228,400,410
6367,"8,035",5,us-017,127,78,356,719,270,293,400,410
6368,"13,200",5,us-017,127,78,356,719,330,359,400,410
6369,"2,906",5,us-017,127,78,356,719,401,424,400,410
6370,618,5,us-017,127,78,356,719,488,504,400,410
6371,"1,416",5,us-017,127,78,356,719,546,570,400,410
6372,2018,5,us-017,127,78,356,719,35,56,389,399
6373,"51,880",5,us-017,127,78,356,719,127,155,389,399
6374,"25,320",5,us-017,127,78,356,719,199,228,389,399
6375,"8,077",5,us-017,127,78,356,719,270,293,389,399
6376,"13,445",5,us-017,127,78,356,719,330,359,389,399
6377,"2,959",5,us-017,127,78,356,719,401,424,389,399
6378,627,5,us-017,127,78,356,719,488,504,389,399
6379,"1,452",5,us-017,127,78,356,719,546,570,389,399
6380,2019,5,us-017,127,78,356,719,35,56,378,388
6381,"52,260",5,us-017,127,78,356,719,127,155,378,388
6382,"25,311",5,us-017,127,78,356,719,199,228,378,388
6383,"8,135",5,us-017,127,78,356,719,270,293,378,388
6384,"13,676",5,us-017,127,78,356,719,330,359,378,388
6385,"3,015",5,us-017,127,78,356,719,401,424,378,388
6386,638,5,us-017,127,78,356,719,488,504,378,388
6387,"1,486",5,us-017,127,78,356,719,546,570,378,388
6388,2020,5,us-017,127,78,356,719,35,56,367,377
6389,"52,688",5,us-017,127,78,356,719,127,155,367,377
6390,"25,329",5,us-017,127,78,356,719,199,228,367,377
6391,"8,200",5,us-017,127,78,356,719,270,293,367,377
6392,"13,921",5,us-017,127,78,356,719,330,359,367,377
6393,"3,070",5,us-017,127,78,356,719,401,424,367,377
6394,648,5,us-017,127,78,356,719,488,504,367,377
6395,"1,521",5,us-017,127,78,356,719,546,570,367,377
6396,2021,5,us-017,127,78,356,719,35,56,356,366
6397,"53,113",5,us-017,127,78,356,719,127,155,356,366
6398,"25,338",5,us-017,127,78,356,719,199,228,356,366
6399,"8,273",5,us-017,127,78,356,719,270,293,356,366
6400,"14,170",5,us-017,127,78,356,719,330,359,356,366
6401,"3,117",5,us-017,127,78,356,719,401,424,356,366
6402,658,5,us-017,127,78,356,719,488,504,356,366
6403,"1,557",5,us-017,127,78,356,719,546,570,356,366
6404,Race/ethnicity,6,us-017,133,84,356,719,356,415,709,719
6405,Year,6,us-017,133,84,356,719,42,60,675,684
6406,Total,6,us-017,133,84,356,719,142,162,675,685
6407,White,6,us-017,133,84,356,719,211,235,675,685
6408,Black,6,us-017,133,84,356,719,277,300,675,685
6409,Hispanic,6,us-017,133,84,356,719,330,366,675,685
6410,"Asian/
Pacific
Islander",6,us-017,133,84,356,719,395,430,675,704
6411,"American
Indian/
Alaska Native",6,us-017,133,84,356,719,455,510,675,704
6412,"Two or
more
races",6,us-017,133,84,356,719,549,575,675,704
6413,Actual,6,us-017,133,84,356,719,42,70,660,670
6414,1996,6,us-017,133,84,356,719,42,63,650,660
6415,"32,762",6,us-017,133,84,356,719,133,162,650,660
6416,"20,687",6,us-017,133,84,356,719,206,235,650,660
6417,"5,664",6,us-017,133,84,356,719,277,300,650,660
6418,"4,821",6,us-017,133,84,356,719,342,366,650,660
6419,"1,204",6,us-017,133,84,356,719,408,431,650,660
6420,386,6,us-017,133,84,356,719,495,511,650,660
6421,—,6,us-017,133,84,356,719,566,576,650,660
6422,1997,6,us-017,133,84,356,719,42,63,639,649
6423,"33,071",6,us-017,133,84,356,719,133,162,639,649
6424,"20,625",6,us-017,133,84,356,719,206,235,639,649
6425,"5,782",6,us-017,133,84,356,719,277,300,639,649
6426,"5,030",6,us-017,133,84,356,719,342,366,639,649
6427,"1,244",6,us-017,133,84,356,719,408,431,639,649
6428,390,6,us-017,133,84,356,719,495,511,639,649
